accno,L2FC,diet,GOID,TERM,psort_loc,ONTOLOGY,description
P0AB77,-2.595268426837686,maintenance,GO:0030170,pyridoxal phosphate binding,Cytoplasmic,MF,2-amino-3-ketobutyrate coenzyme A ligase OS=Escherichia coli (strain K12) OX=83333 GN=kbl PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
B7UMJ3,-1.8455487757610842,maintenance,GO:0035435,phosphate ion transmembrane transport,Periplasmic,BP,Phosphate-binding protein PstS OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=pstS PE=3 SV=1 UPId=UP000008205 PPId=UP000000625
B7UMJ3,-1.8455487757610842,maintenance,GO:0042301,phosphate ion binding,Periplasmic,MF,Phosphate-binding protein PstS OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=pstS PE=3 SV=1 UPId=UP000008205 PPId=UP000000625
B7UMJ3,-1.8455487757610842,maintenance,GO:0043190,ATP-binding cassette (ABC) transporter complex,Periplasmic,CC,Phosphate-binding protein PstS OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=pstS PE=3 SV=1 UPId=UP000008205 PPId=UP000000625
P17169,-4.453381372510869,maintenance,GO:0097367,carbohydrate derivative binding,Cytoplasmic,MF,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) OX=83333 GN=glmS PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P17169,-4.453381372510869,maintenance,GO:1901135,carbohydrate derivative metabolic process,Cytoplasmic,BP,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) OX=83333 GN=glmS PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P17169,-4.453381372510869,maintenance,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,Cytoplasmic,MF,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) OX=83333 GN=glmS PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P17169,-4.453381372510869,maintenance,GO:1901137,carbohydrate derivative biosynthetic process,Cytoplasmic,BP,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) OX=83333 GN=glmS PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0000287,magnesium ion binding,Cytoplasmic,MF,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0000902,cell morphogenesis,Cytoplasmic,BP,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity,Cytoplasmic,MF,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0009103,lipopolysaccharide biosynthetic process,Cytoplasmic,BP,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0009252,peptidoglycan biosynthetic process,Cytoplasmic,BP,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0019134,glucosamine-1-phosphate N-acetyltransferase activity,Cytoplasmic,MF,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
Q83IY3,-2.798294735861166,maintenance,GO:0016740,transferase activity,Cytoplasmic,MF,Bifunctional protein GlmU OS=Shigella flexneri OX=623 GN=glmU PE=3 SV=1 UPId=UP000001006 PPId=UP000000625
AAG58934.1,-Inf,maintenance,GO:0015986,ATP synthesis coupled proton transport,Cytoplasmic,BP,"membrane-bound ATP synthase, F1 sector, epsilon-subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58934.1,-Inf,maintenance,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Cytoplasmic,CC,"membrane-bound ATP synthase, F1 sector, epsilon-subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58934.1,-Inf,maintenance,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",Cytoplasmic,MF,"membrane-bound ATP synthase, F1 sector, epsilon-subunit [Escherichia coli O157:H7 str. EDL933]"
P05791,-Inf,maintenance,GO:0004160,dihydroxy-acid dehydratase activity,Cytoplasmic,MF,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=ilvD PE=1 SV=5 UPId=UP000000625 PPId=UP000000625
P05791,-Inf,maintenance,GO:0009082,branched-chain amino acid biosynthetic process,Cytoplasmic,BP,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=ilvD PE=1 SV=5 UPId=UP000000625 PPId=UP000000625
P05791,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=ilvD PE=1 SV=5 UPId=UP000000625 PPId=UP000000625
P05791,-Inf,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=ilvD PE=1 SV=5 UPId=UP000000625 PPId=UP000000625
AAG58981.1,-Inf,maintenance,GO:0008761,UDP-N-acetylglucosamine 2-epimerase activity,Cytoplasmic,MF,UDP-N-acetyl glucosamine -2-epimerase; synthesis of enterobacterial common antigen (ECA) [Escherichia coli O157:H7 str. EDL933]
AAG58981.1,-Inf,maintenance,GO:0009246,enterobacterial common antigen biosynthetic process,Cytoplasmic,BP,UDP-N-acetyl glucosamine -2-epimerase; synthesis of enterobacterial common antigen (ECA) [Escherichia coli O157:H7 str. EDL933]
AAG59017.1,-1.777790727744961,maintenance,GO:0004620,phospholipase activity,OuterMembrane,MF,outer membrane phospholipase A [Escherichia coli O157:H7 str. EDL933]
AAG59017.1,-1.777790727744961,maintenance,GO:0006629,lipid metabolic process,OuterMembrane,BP,outer membrane phospholipase A [Escherichia coli O157:H7 str. EDL933]
AAG59017.1,-1.777790727744961,maintenance,GO:0016020,membrane,OuterMembrane,CC,outer membrane phospholipase A [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0009116,nucleoside metabolic process,Cytoplasmic,BP,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0016763,"transferase activity, transferring pentosyl groups",Cytoplasmic,MF,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0004850,uridine phosphorylase activity,Cytoplasmic,MF,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59027.1,-1.3572946852226253,maintenance,GO:0009166,nucleotide catabolic process,Cytoplasmic,BP,uridine phosphorylase [Escherichia coli O157:H7 str. EDL933]
AAG59041.1,-1.4755289499815392,maintenance,GO:0016795,phosphoric triester hydrolase activity,Cytoplasmic,MF,proline dipeptidase [Escherichia coli O157:H7 str. EDL933]
P00582,-1.950917755503037,maintenance,GO:0003676,nucleic acid binding,Cytoplasmic,MF,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0003677,DNA binding,Cytoplasmic,MF,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0003887,DNA-directed DNA polymerase activity,Cytoplasmic,MF,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0006260,DNA replication,Cytoplasmic,BP,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0006261,DNA-dependent DNA replication,Cytoplasmic,BP,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0006139,nucleobase-containing compound metabolic process,Cytoplasmic,BP,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P00582,-1.950917755503037,maintenance,GO:0008408,3'-5' exonuclease activity,Cytoplasmic,MF,DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
AAG59059.1,-1.2573555819592257,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59059.1,-1.2573555819592257,maintenance,GO:0004356,glutamate-ammonia ligase activity,Cytoplasmic,MF,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59059.1,-1.2573555819592257,maintenance,GO:0006807,nitrogen compound metabolic process,Cytoplasmic,BP,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59059.1,-1.2573555819592257,maintenance,GO:0006542,glutamine biosynthetic process,Cytoplasmic,BP,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59059.1,-1.2573555819592257,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59059.1,-1.2573555819592257,maintenance,GO:0009399,nitrogen fixation,Cytoplasmic,BP,glutamine synthetase [Escherichia coli O157:H7 str. EDL933]
AAG59119.1,-Inf,maintenance,GO:0004370,glycerol kinase activity,Cytoplasmic,MF,glycerol kinase [Escherichia coli O157:H7 str. EDL933]
AAG59119.1,-Inf,maintenance,GO:0006072,glycerol-3-phosphate metabolic process,Cytoplasmic,BP,glycerol kinase [Escherichia coli O157:H7 str. EDL933]
AAG59119.1,-Inf,maintenance,GO:0005975,carbohydrate metabolic process,Cytoplasmic,BP,glycerol kinase [Escherichia coli O157:H7 str. EDL933]
AAG59119.1,-Inf,maintenance,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",Cytoplasmic,MF,glycerol kinase [Escherichia coli O157:H7 str. EDL933]
AAG59127.1,-3.0096180614313464,maintenance,GO:0004298,threonine-type endopeptidase activity,Cytoplasmic,MF,"heat shock protein hslVU, proteasome-related peptidase subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59127.1,-3.0096180614313464,maintenance,GO:0006508,proteolysis,Cytoplasmic,BP,"heat shock protein hslVU, proteasome-related peptidase subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59127.1,-3.0096180614313464,maintenance,GO:0009376,HslUV protease complex,Cytoplasmic,CC,"heat shock protein hslVU, proteasome-related peptidase subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59127.1,-3.0096180614313464,maintenance,GO:0005839,proteasome core complex,Cytoplasmic,CC,"heat shock protein hslVU, proteasome-related peptidase subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59127.1,-3.0096180614313464,maintenance,GO:0051603,proteolysis involved in cellular protein catabolic process,Cytoplasmic,BP,"heat shock protein hslVU, proteasome-related peptidase subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59163.1,-Inf,maintenance,GO:0003700,DNA-binding transcription factor activity,Cytoplasmic,MF,"activator, hydrogen peroxide-inducible genes [Escherichia coli O157:H7 str. EDL933]"
AAG59163.1,-Inf,maintenance,GO:0006355,"regulation of transcription, DNA-templated",Cytoplasmic,BP,"activator, hydrogen peroxide-inducible genes [Escherichia coli O157:H7 str. EDL933]"
AAG59203.1,-3.1179532421007483,maintenance,GO:0003937,IMP cyclohydrolase activity,Cytoplasmic,MF,phosphoribosylaminoimidazolecarboxamide formyltransferase = AICAR formyltransferase; IMP cyclohydrolase [Escherichia coli O157:H7 str. EDL933]
AAG59203.1,-3.1179532421007483,maintenance,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,Cytoplasmic,MF,phosphoribosylaminoimidazolecarboxamide formyltransferase = AICAR formyltransferase; IMP cyclohydrolase [Escherichia coli O157:H7 str. EDL933]
AAG59203.1,-3.1179532421007483,maintenance,GO:0006164,purine nucleotide biosynthetic process,Cytoplasmic,BP,phosphoribosylaminoimidazolecarboxamide formyltransferase = AICAR formyltransferase; IMP cyclohydrolase [Escherichia coli O157:H7 str. EDL933]
AAG59203.1,-3.1179532421007483,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,phosphoribosylaminoimidazolecarboxamide formyltransferase = AICAR formyltransferase; IMP cyclohydrolase [Escherichia coli O157:H7 str. EDL933]
Q8X609,-Inf,maintenance,GO:0004474,malate synthase activity,Cytoplasmic,MF,Malate synthase OS=Escherichia coli O157:H7 OX=83334 GN=aceB PE=3 SV=1 UPId=UP000000558 PPId=UP000000625
Q8X609,-Inf,maintenance,GO:0006097,glyoxylate cycle,Cytoplasmic,BP,Malate synthase OS=Escherichia coli O157:H7 OX=83334 GN=aceB PE=3 SV=1 UPId=UP000000558 PPId=UP000000625
Q8X609,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Malate synthase OS=Escherichia coli O157:H7 OX=83334 GN=aceB PE=3 SV=1 UPId=UP000000558 PPId=UP000000625
P0A9G6,-1.5614926324660217,maintenance,GO:0004451,isocitrate lyase activity,Cytoplasmic,MF,Isocitrate lyase OS=Escherichia coli (strain K12) OX=83333 GN=aceA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A9G6,-1.5614926324660217,maintenance,GO:0019752,carboxylic acid metabolic process,Cytoplasmic,BP,Isocitrate lyase OS=Escherichia coli (strain K12) OX=83333 GN=aceA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A9G6,-1.5614926324660217,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Isocitrate lyase OS=Escherichia coli (strain K12) OX=83333 GN=aceA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A9G6,-1.5614926324660217,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,Isocitrate lyase OS=Escherichia coli (strain K12) OX=83333 GN=aceA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
AAG59234.1,-2.142756238227024,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0016887,ATPase activity,Cytoplasmic,MF,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0005215,transporter activity,Cytoplasmic,MF,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0006810,transport,Cytoplasmic,BP,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0016820,NA,Cytoplasmic,NA,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0043190,ATP-binding cassette (ABC) transporter complex,Cytoplasmic,CC,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0015423,ABC-type maltose transporter activity,Cytoplasmic,MF,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0015768,maltose transport,Cytoplasmic,BP,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
AAG59234.1,-2.142756238227024,maintenance,GO:0016020,membrane,Cytoplasmic,CC,ATP-binding component of transport system for maltose [Escherichia coli O157:H7 str. EDL933]
P0A698,-Inf,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A698,-Inf,maintenance,GO:0016887,ATPase activity,Cytoplasmic,MF,UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A698,-Inf,maintenance,GO:0006289,nucleotide-excision repair,Cytoplasmic,BP,UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A698,-Inf,maintenance,GO:0009380,excinuclease repair complex,Cytoplasmic,CC,UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A698,-Inf,maintenance,GO:0009381,excinuclease ABC activity,Cytoplasmic,MF,UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
AAG59268.1,-Inf,maintenance,GO:0006807,nitrogen compound metabolic process,Periplasmic,BP,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
AAG59268.1,-Inf,maintenance,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity",Periplasmic,MF,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
AAG59268.1,-Inf,maintenance,GO:0042597,periplasmic space,Periplasmic,CC,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
AAG59268.1,-Inf,maintenance,GO:0055114,NA,Periplasmic,NA,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
AAG59268.1,-Inf,maintenance,GO:0005509,calcium ion binding,Periplasmic,MF,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
AAG59268.1,-Inf,maintenance,GO:0020037,heme binding,Periplasmic,MF,periplasmic cytochrome c(552): plays a role in nitrite reduction [Escherichia coli O157:H7 str. EDL933]
P0A8N5,-1.2656600171851047,maintenance,GO:0004824,lysine-tRNA ligase activity,Cytoplasmic,MF,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0006430,lysyl-tRNA aminoacylation,Cytoplasmic,BP,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0003676,nucleic acid binding,Cytoplasmic,MF,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0000166,nucleotide binding,Cytoplasmic,MF,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
P0A8N5,-1.2656600171851047,maintenance,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,"Lysine--tRNA ligase, heat inducible OS=Escherichia coli (strain K12) OX=83333 GN=lysU PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"
AAG59331.1,-2.8112967348740323,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,lysine decarboxylase 1 [Escherichia coli O157:H7 str. EDL933]
AAG59331.1,-2.8112967348740323,maintenance,GO:0016831,carboxy-lyase activity,Cytoplasmic,MF,lysine decarboxylase 1 [Escherichia coli O157:H7 str. EDL933]
AAG59331.1,-2.8112967348740323,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,lysine decarboxylase 1 [Escherichia coli O157:H7 str. EDL933]
AAG59331.1,-2.8112967348740323,maintenance,GO:0006520,cellular amino acid metabolic process,Cytoplasmic,BP,lysine decarboxylase 1 [Escherichia coli O157:H7 str. EDL933]
AAG59359.1,-Inf,maintenance,GO:0004609,phosphatidylserine decarboxylase activity,CytoplasmicMembrane,MF,phosphatidylserine decarboxylase; phospholipid synthesis [Escherichia coli O157:H7 str. EDL933]
AAG59359.1,-Inf,maintenance,GO:0008654,phospholipid biosynthetic process,CytoplasmicMembrane,BP,phosphatidylserine decarboxylase; phospholipid synthesis [Escherichia coli O157:H7 str. EDL933]
AAG59371.1,-3.279849095052202,maintenance,GO:0016021,integral component of membrane,Cytoplasmic,CC,protease specific for phage lambda cII repressor [Escherichia coli O157:H7 str. EDL933]
AAG59371.1,-3.279849095052202,maintenance,GO:0052547,regulation of peptidase activity,Cytoplasmic,BP,protease specific for phage lambda cII repressor [Escherichia coli O157:H7 str. EDL933]
AAG59375.1,-Inf,maintenance,GO:0003676,nucleic acid binding,Cytoplasmic,MF,putative enzyme [Escherichia coli O157:H7 str. EDL933]
AAG59375.1,-Inf,maintenance,GO:0003723,RNA binding,Cytoplasmic,MF,putative enzyme [Escherichia coli O157:H7 str. EDL933]
AAG59375.1,-Inf,maintenance,GO:0004540,ribonuclease activity,Cytoplasmic,MF,putative enzyme [Escherichia coli O157:H7 str. EDL933]
AAG59375.1,-Inf,maintenance,GO:0016070,RNA metabolic process,Cytoplasmic,BP,putative enzyme [Escherichia coli O157:H7 str. EDL933]
AAG59375.1,-Inf,maintenance,GO:0004518,nuclease activity,Cytoplasmic,MF,putative enzyme [Escherichia coli O157:H7 str. EDL933]
AAG59396.1,-1.1714563254959174,maintenance,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,30S ribosomal subunit protein S6 [Escherichia coli O157:H7 str. EDL933]
AAG59396.1,-1.1714563254959174,maintenance,GO:0005840,ribosome,Cytoplasmic,CC,30S ribosomal subunit protein S6 [Escherichia coli O157:H7 str. EDL933]
AAG59396.1,-1.1714563254959174,maintenance,GO:0006412,translation,Cytoplasmic,BP,30S ribosomal subunit protein S6 [Escherichia coli O157:H7 str. EDL933]
AAG59396.1,-1.1714563254959174,maintenance,GO:0019843,rRNA binding,Cytoplasmic,MF,30S ribosomal subunit protein S6 [Escherichia coli O157:H7 str. EDL933]
AAG59407.1,-Inf,maintenance,GO:0006950,response to stress,Cytoplasmic,BP,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG59407.1,-Inf,maintenance,GO:0030091,protein repair,Cytoplasmic,BP,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG59432.1,-Inf,maintenance,GO:0006508,proteolysis,Cytoplasmic,BP,"maturation of antibiotic MccB17, see tld genes [Escherichia coli O157:H7 str. EDL933]"
AAG59432.1,-Inf,maintenance,GO:0008237,metallopeptidase activity,Cytoplasmic,MF,"maturation of antibiotic MccB17, see tld genes [Escherichia coli O157:H7 str. EDL933]"
AAG59443.1,-1.8394705389638055,maintenance,GO:0006520,cellular amino acid metabolic process,Cytoplasmic,BP,"aspartate carbamoyltransferase, catalytic subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59443.1,-1.8394705389638055,maintenance,GO:0016597,amino acid binding,Cytoplasmic,MF,"aspartate carbamoyltransferase, catalytic subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59443.1,-1.8394705389638055,maintenance,GO:0016743,carboxyl- or carbamoyltransferase activity,Cytoplasmic,MF,"aspartate carbamoyltransferase, catalytic subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59443.1,-1.8394705389638055,maintenance,GO:0004070,aspartate carbamoyltransferase activity,Cytoplasmic,MF,"aspartate carbamoyltransferase, catalytic subunit [Escherichia coli O157:H7 str. EDL933]"
AAG59443.1,-1.8394705389638055,maintenance,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,Cytoplasmic,BP,"aspartate carbamoyltransferase, catalytic subunit [Escherichia coli O157:H7 str. EDL933]"
P07118,-1.866428788409948,maintenance,GO:0000166,nucleotide binding,Cytoplasmic,MF,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0004832,valine-tRNA ligase activity,Cytoplasmic,MF,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0006438,valyl-tRNA aminoacylation,Cytoplasmic,BP,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P07118,-1.866428788409948,maintenance,GO:0002161,aminoacyl-tRNA editing activity,Cytoplasmic,MF,Valine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=valS PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
PXF68216.1,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,alcohol dehydrogenase [Escherichia coli O157]
PXF68216.1,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,alcohol dehydrogenase [Escherichia coli O157]
